


Constant Name   Base Length     Height          Calculated Pi        Pi Difference        Calculated GR        GR Difference       
π               0.0767          0.0488          3.1414879892         0.0001046644         1.6190265478         0.0009925590        
π               0.0867          0.0552          3.1416973234         0.0001046698         1.6189598264         0.0009258376        
π               0.0833          0.0530          3.1414878965         0.0001047571         1.6190265774         0.0009925886        
π               0.0144          0.0092          3.1414878554         0.0001047982         1.6190265905         0.0009926017        
π               0.0906          0.0577          3.1416974554         0.0001048018         1.6189597843         0.0009257955        
π               0.0480          0.0306          3.1416974894         0.0001048359         1.6189597734         0.0009257847        
π               0.0898          0.0572          3.1414878172         0.0001048363         1.6190266026         0.0009926139        
π               0.0964          0.0613          3.1414877488         0.0001049048         1.6190266244         0.0009926357        
π               0.0944          0.0601          3.1416975766         0.0001049230         1.6189597457         0.0009257569        
π               0.0983          0.0626          3.1416976882         0.0001050346         1.6189597101         0.0009257213        
π               0.0519          0.0330          3.1416977075         0.0001050539         1.6189597039         0.0009257152        
π               0.0210          0.0134          3.1414875290         0.0001051246         1.6190266945         0.0009927057        
π               0.0558          0.0355          3.1416978952         0.0001052417         1.6189596441         0.0009256553        
π               0.0275          0.0175          3.1414873580         0.0001052956         1.6190267490         0.0009927602        
π               0.0341          0.0217          3.1414872528         0.0001054008         1.6190267825         0.0009927938        
π               0.0054          0.0035          3.1416980585         0.0001054049         1.6189595920         0.0009256033        
π               0.0596          0.0380          3.1416980585         0.0001054049         1.6189595920         0.0009256033        
π               0.0406          0.0259          3.1414871815         0.0001054721         1.6190268053         0.0009928165        
π               0.0472          0.0300          3.1414871300         0.0001055236         1.6190268217         0.0009928329        
π               0.0635          0.0404          3.1416982019         0.0001055483         1.6189595464         0.0009255576        
π               0.0537          0.0342          3.1414870910         0.0001055626         1.6190268341         0.0009928453        
π               0.0603          0.0384          3.1414870605         0.0001055930         1.6190268438         0.0009928551        
π               0.0668          0.0425          3.1414870360         0.0001056176         1.6190268516         0.0009928629        
π               0.0734          0.0467          3.1414870159         0.0001056377         1.6190268580         0.0009928693        
π               0.0799          0.0509          3.1414869991         0.0001056545         1.6190268634         0.0009928747        
π               0.0865          0.0551          3.1414869848         0.0001056688         1.6190268680         0.0009928792        
π               0.0674          0.0429          3.1416983287         0.0001056751         1.6189595059         0.0009255172        
π               0.0930          0.0592          3.1414869725         0.0001056811         1.6190268719         0.0009928831        
π               0.0996          0.0634          3.1414869619         0.0001056917         1.6190268753         0.0009928865        
π               0.0713          0.0454          3.1416984417         0.0001057881         1.6189594699         0.0009254812        
π               0.0752          0.0478          3.1416985431         0.0001058895         1.6189594376         0.0009254489        
π               0.0790          0.0503          3.1416986345         0.0001059809         1.6189594085         0.0009254197        
π               0.0829          0.0528          3.1416987173         0.0001060638         1.6189593821         0.0009253933        
π               0.0868          0.0553          3.1416987928         0.0001061392         1.6189593580         0.0009253693        
π               0.0907          0.0577          3.1416988618         0.0001062082         1.6189593360         0.0009253473        
π               0.0946          0.0602          3.1416989251         0.0001062715         1.6189593159         0.0009253271        
π               0.0984          0.0627          3.1416989834         0.0001063298         1.6189592973         0.0009253085        
π               0.0093          0.0059          3.1416990373         0.0001063837         1.6189592801         0.0009252913        
π               0.0962          0.0613          3.1414861843         0.0001064693         1.6190271231         0.0009931344        
π               0.0897          0.0571          3.1414861386         0.0001065150         1.6190271377         0.0009931489        
π               0.0831          0.0529          3.1414860857         0.0001065679         1.6190271546         0.0009931658        
π               0.0766          0.0488          3.1414860237         0.0001066299         1.6190271743         0.0009931856        
π               0.0700          0.0446          3.1414859501         0.0001067035         1.6190271978         0.0009932090        
π               0.0132          0.0084          3.1416994399         0.0001067863         1.6189591518         0.0009251631        
π               0.0635          0.0404          3.1414858613         0.0001067923         1.6190272261         0.0009932373        
π               0.0569          0.0363          3.1414857521         0.0001069015         1.6190272609         0.0009932721        
π               0.0171          0.0109          3.1416996593         0.0001070057         1.6189590819         0.0009250931        
π               0.0504          0.0321          3.1414856145         0.0001070391         1.6190273047         0.0009933160        
π               0.0209          0.0133          3.1416997975         0.0001071439         1.6189590378         0.0009250491        
π               0.0995          0.0633          3.1414854472         0.0001072064         1.6190273581         0.0009933693        
π               0.0438          0.0279          3.1414854358         0.0001072177         1.6190273617         0.0009933729        
π               0.0248          0.0158          3.1416998924         0.0001072388         1.6189590076         0.0009250188        
π               0.0929          0.0592          3.1414853511         0.0001073025         1.6190273887         0.0009934000        
π               0.0287          0.0183          3.1416999617         0.0001073081         1.6189589855         0.0009249967        
π               0.0326          0.0207          3.1417000145         0.0001073609         1.6189589687         0.0009249799        
π               0.0365          0.0232          3.1417000560         0.0001074024         1.6189589554         0.0009249667        
π               0.0864          0.0550          3.1414852404         0.0001074132         1.6190274240         0.0009934353        
π               0.0403          0.0257          3.1417000896         0.0001074360         1.6189589447         0.0009249560        
π               0.0373          0.0237          3.1414851944         0.0001074592         1.6190274387         0.0009934499        
π               0.0442          0.0282          3.1417001172         0.0001074636         1.6189589359         0.0009249472        
π               0.0481          0.0306          3.1417001404         0.0001074868         1.6189589285         0.0009249398        
π               0.0520          0.0331          3.1417001602         0.0001075066         1.6189589222         0.0009249335        
π               0.0559          0.0356          3.1417001772         0.0001075236         1.6189589168         0.0009249281        
π               0.0597          0.0380          3.1417001919         0.0001075384         1.6189589121         0.0009249234        
π               0.0798          0.0508          3.1414851115         0.0001075421         1.6190274651         0.0009934763        
π               0.0636          0.0405          3.1417002049         0.0001075513         1.6189589080         0.0009249192        
π               0.0675          0.0430          3.1417002164         0.0001075628         1.6189589043         0.0009249156        
π               0.0714          0.0454          3.1417002267         0.0001075731         1.6189589010         0.0009249123        
π               0.0753          0.0479          3.1417002359         0.0001075823         1.6189588981         0.0009249094        
π               0.0791          0.0504          3.1417002441         0.0001075905         1.6189588955         0.0009249067        
π               0.0830          0.0529          3.1417002517         0.0001075981         1.6189588931         0.0009249043        
π               0.0869          0.0553          3.1417002585         0.0001076049         1.6189588909         0.0009249022        
π               0.0908          0.0578          3.1417002647         0.0001076112         1.6189588889         0.0009249002        
π               0.0947          0.0603          3.1417002705         0.0001076169         1.6189588871         0.0009248983        
π               0.0985          0.0627          3.1417002758         0.0001076222         1.6189588854         0.0009248966        
π               0.0733          0.0466          3.1414849596         0.0001076940         1.6190275135         0.0009935248        
π               0.0307          0.0196          3.1414848500         0.0001078036         1.6190275484         0.0009935597        
π               0.0667          0.0425          3.1414847778         0.0001078757         1.6190275714         0.0009935827        
π               0.0961          0.0612          3.1414846163         0.0001080373         1.6190276229         0.0009936342        
π               0.0602          0.0383          3.1414845565         0.0001080971         1.6190276420         0.0009936532        
π               0.0896          0.0570          3.1414844558         0.0001081978         1.6190276741         0.0009936853        
π               0.0242          0.0154          3.1414843192         0.0001083344         1.6190277176         0.0009937289        
π               0.0536          0.0341          3.1414842812         0.0001083724         1.6190277298         0.0009937410        
π               0.0830          0.0529          3.1414842701         0.0001083835         1.6190277333         0.0009937445        
π               0.0765          0.0487          3.1414840525         0.0001086011         1.6190278026         0.0009938139        
π               0.0471          0.0300          3.1414839291         0.0001087245         1.6190278420         0.0009938532        
π               0.0994          0.0633          3.1414839291         0.0001087245         1.6190278420         0.0009938532        
π               0.0699          0.0445          3.1414837942         0.0001088594         1.6190278850         0.0009938962        
π               0.0987          0.0628          3.1417015653         0.0001089117         1.6189584744         0.0009244857        
π               0.0928          0.0591          3.1414837257         0.0001089279         1.6190279068         0.0009939181        
π               0.0948          0.0603          3.1417016128         0.0001089592         1.6189584593         0.0009244705        
π               0.0909          0.0579          3.1417016643         0.0001090107         1.6189584429         0.0009244541        
π               0.0870          0.0554          3.1417017205         0.0001090669         1.6189584250         0.0009244362        
π               0.0831          0.0529          3.1417017819         0.0001091283         1.6189584054         0.0009244166        
π               0.0863          0.0549          3.1414834915         0.0001091621         1.6190279815         0.0009939927        
π               0.0634          0.0404          3.1414834824         0.0001091711         1.6190279844         0.0009939956        
π               0.0405          0.0258          3.1414834632         0.0001091904         1.6190279905         0.0009940017        
π               0.0793          0.0505          3.1417018493         0.0001091957         1.6189583839         0.0009243951        
π               0.0176          0.0112          3.1414833942         0.0001092594         1.6190280125         0.0009940237        
π               0.0754          0.0480          3.1417019237         0.0001092701         1.6189583602         0.0009243715        
π               0.0715          0.0455          3.1417020061         0.0001093525         1.6189583339         0.0009243452        
π               0.0797          0.0507          3.1414832187         0.0001094349         1.6190280684         0.0009940797        
π               0.0676          0.0430          3.1417020980         0.0001094444         1.6189583046         0.0009243159        
π               0.0637          0.0406          3.1417022011         0.0001095475         1.6189582718         0.0009242830        
π               0.0568          0.0362          3.1414830989         0.0001095547         1.6190281066         0.0009941179        
π               0.0960          0.0611          3.1414830446         0.0001096090         1.6190281239         0.0009941352        
π               0.0599          0.0381          3.1417023175         0.0001096639         1.6189582347         0.0009242459        
π               0.0732          0.0466          3.1414828971         0.0001097565         1.6190281709         0.0009941822        
π               0.0560          0.0356          3.1417024501         0.0001097965         1.6189581924         0.0009242037        
π               0.0340          0.0216          3.1414828176         0.0001098360         1.6190281963         0.0009942075        
π               0.0895          0.0570          3.1414827689         0.0001098847         1.6190282118         0.0009942231        
π               0.0521          0.0332          3.1417026025         0.0001099489         1.6189581439         0.0009241551        
π               0.0503          0.0320          3.1414826154         0.0001100382         1.6190282608         0.0009942720        
π               0.0482          0.0307          3.1417027793         0.0001101257         1.6189580875         0.0009240988        
π               0.0666          0.0424          3.1414825122         0.0001101414         1.6190282936         0.0009943049        
π               0.0988          0.0629          3.1417028519         0.0001101983         1.6189580644         0.0009240756        
π               0.0829          0.0528          3.1414824497         0.0001102039         1.6190283136         0.0009943248        
π               0.0992          0.0632          3.1414824077         0.0001102459         1.6190283269         0.0009943382        
π               0.0949          0.0604          3.1417029519         0.0001102983         1.6189580325         0.0009240437        
π               0.0443          0.0282          3.1417029871         0.0001103335         1.6189580213         0.0009240325        
π               0.0910          0.0579          3.1417030605         0.0001104069         1.6189579979         0.0009240091        
π               0.0871          0.0555          3.1417031788         0.0001105252         1.6189579602         0.0009239714        
π               0.0927          0.0590          3.1414820966         0.0001105570         1.6190284261         0.0009944374        
π               0.0764          0.0486          3.1414820756         0.0001105779         1.6190284328         0.0009944440        
π               0.0405          0.0258          3.1417032348         0.0001105812         1.6189579423         0.0009239536        
π               0.0601          0.0382          3.1414820434         0.0001106102         1.6190284431         0.0009944543        
π               0.0832          0.0530          3.1417033081         0.0001106545         1.6189579190         0.0009239302        
π               0.0437          0.0278          3.1414819870         0.0001106666         1.6190284610         0.0009944723        
π               0.0274          0.0175          3.1414818635         0.0001107901         1.6190285004         0.0009945117        
π               0.0794          0.0505          3.1417034501         0.0001107965         1.6189578737         0.0009238850        
π               0.0366          0.0233          3.1417035351         0.0001108815         1.6189578466         0.0009238579        
π               0.0861          0.0548          3.1414817381         0.0001109155         1.6190285404         0.0009945516        
π               0.0755          0.0481          3.1417036066         0.0001109530         1.6189578238         0.0009238351        
π               0.0698          0.0445          3.1414816315         0.0001110221         1.6190285744         0.0009945856        
π               0.0716          0.0456          3.1417037801         0.0001111265         1.6189577686         0.0009237798        
π               0.0959          0.0611          3.1414814693         0.0001111842         1.6190286260         0.0009946373        
π               0.0535          0.0341          3.1414814597         0.0001111939         1.6190286291         0.0009946404        
π               0.0327          0.0208          3.1417039066         0.0001112530         1.6189577282         0.0009237395        
π               0.0111          0.0071          3.1414813766         0.0001112770         1.6190286556         0.0009946669        
π               0.0677          0.0431          3.1417039735         0.0001113199         1.6189577069         0.0009237182        
π               0.0796          0.0507          3.1414813207         0.0001113329         1.6190286734         0.0009946847        
π               0.0989          0.0629          3.1417041356         0.0001114820         1.6189576552         0.0009236665        
π               0.0372          0.0237          3.1414811373         0.0001115163         1.6190287319         0.0009947432        
π               0.0638          0.0406          3.1417041903         0.0001115368         1.6189576378         0.0009236491        
π               0.0633          0.0403          3.1414810953         0.0001115583         1.6190287453         0.0009947565        
π               0.0894          0.0569          3.1414810779         0.0001115757         1.6190287508         0.0009947621        
π               0.0950          0.0605          3.1417042880         0.0001116344         1.6189576067         0.0009236179        
π               0.0288          0.0183          3.1417043782         0.0001117246         1.6189575779         0.0009235892        
π               0.0991          0.0631          3.1414808829         0.0001117707         1.6190288130         0.0009948242        
π               0.0600          0.0382          3.1417044353         0.0001117817         1.6189575597         0.0009235710        
π               0.0911          0.0580          3.1417044534         0.0001117998         1.6189575540         0.0009235652        
π               0.0730          0.0465          3.1414808284         0.0001118252         1.6190288304         0.0009948416        
π               0.0470          0.0299          3.1414807133         0.0001119403         1.6190288671         0.0009948783        
π               0.0872          0.0555          3.1417046334         0.0001119799         1.6189574966         0.0009235078        
π               0.0828          0.0527          3.1414806244         0.0001120292         1.6190288954         0.0009949066        
π               0.0561          0.0357          3.1417047142         0.0001120606         1.6189574709         0.0009234821        
π               0.0834          0.0531          3.1417048303         0.0001121767         1.6189574338         0.0009234451        
π               0.0926          0.0589          3.1414804635         0.0001121901         1.6190289467         0.0009949579        
π               0.0567          0.0361          3.1414804353         0.0001122183         1.6190289557         0.0009949669        
π               0.0249          0.0159          3.1417049965         0.0001123429         1.6189573809         0.0009233921        
π               0.0209          0.0133          3.1414803102         0.0001123434         1.6190289955         0.0009950068        
π               0.0522          0.0332          3.1417050345         0.0001123809         1.6189573688         0.0009233800        
π               0.0795          0.0506          3.1417050464         0.0001123928         1.6189573650         0.0009233762        
π               0.0665          0.0423          3.1414802391         0.0001124145         1.6190290182         0.0009950295        
π               0.0763          0.0486          3.1414800931         0.0001125605         1.6190290647         0.0009950760        
π               0.0756          0.0481          3.1417052846         0.0001126310         1.6189572891         0.0009233003        
π               0.0860          0.0548          3.1414799803         0.0001126733         1.6190291007         0.0009951120        
π               0.0306          0.0195          3.1414799241         0.0001127295         1.6190291186         0.0009951299        
π               0.0483          0.0308          3.1417054062         0.0001127526         1.6189572503         0.0009232616        
π               0.0990          0.0630          3.1417054165         0.0001127629         1.6189572470         0.0009232583        
π               0.0958          0.0610          3.1414798905         0.0001127631         1.6190291293         0.0009951406        
π               0.0717          0.0457          3.1417055486         0.0001128950         1.6189572049         0.0009232162        
π               0.0404          0.0257          3.1414797247         0.0001129289         1.6190291822         0.0009951934        
π               0.0951          0.0605          3.1417056210         0.0001129674         1.6189571819         0.0009231931        
π               0.0502          0.0319          3.1414796030         0.0001130506         1.6190292210         0.0009952322        
π               0.0599          0.0382          3.1414795210         0.0001131326         1.6190292471         0.0009952584        
π               0.0912          0.0581          3.1417058428         0.0001131893         1.6189571111         0.0009231224        
π               0.0211          0.0134          3.1417058428         0.0001131893         1.6189571111         0.0009231224        
π               0.0678          0.0432          3.1417058428         0.0001131893         1.6189571111         0.0009231224        
π               0.0444          0.0283          3.1417058428         0.0001131893         1.6189571111         0.0009231224        
π               0.0697          0.0444          3.1414794619         0.0001131917         1.6190292659         0.0009952772        
π               0.0795          0.0506          3.1414794174         0.0001132362         1.6190292801         0.0009952914        
π               0.0893          0.0568          3.1414793826         0.0001132710         1.6190292912         0.0009953025        
π               0.0990          0.0630          3.1414793547         0.0001132989         1.6190293001         0.0009953114        
π               0.0873          0.0556          3.1417060844         0.0001134308         1.6189570342         0.0009230454        
π               0.0640          0.0407          3.1417061728         0.0001135192         1.6189570060         0.0009230172        
π               0.0835          0.0531          3.1417063485         0.0001136949         1.6189569500         0.0009229613        
π               0.0406          0.0258          3.1417063630         0.0001137094         1.6189569454         0.0009229566        
π               0.0925          0.0589          3.1414788266         0.0001138270         1.6190294685         0.0009954797        
π               0.0827          0.0527          3.1414787943         0.0001138593         1.6190294787         0.0009954900        
π               0.0601          0.0382          3.1417065453         0.0001138917         1.6189568873         0.0009228985        
π               0.0729          0.0464          3.1414787534         0.0001139002         1.6190294918         0.0009955030        
π               0.0632          0.0402          3.1414786999         0.0001139537         1.6190295088         0.0009955201        
π               0.0796          0.0507          3.1417066382         0.0001139847         1.6189568576         0.0009228689        
π               0.0534          0.0340          3.1414786267         0.0001140269         1.6190295322         0.0009955434        
π               0.0991          0.0631          3.1417066946         0.0001140410         1.6189568397         0.0009228509        
π               0.0436          0.0278          3.1414785208         0.0001141328         1.6190295659         0.0009955772        
π               0.0952          0.0606          3.1417069509         0.0001142973         1.6189567580         0.0009227693        
π               0.0339          0.0216          3.1414783537         0.0001142999         1.6190296192         0.0009956304        
π               0.0757          0.0482          3.1417069577         0.0001143041         1.6189567558         0.0009227671        
π               0.0562          0.0358          3.1417069693         0.0001143157         1.6189567521         0.0009227634        
π               0.0367          0.0234          3.1417069933         0.0001143397         1.6189567445         0.0009227557        
π               0.0957          0.0609          3.1414783080         0.0001143456         1.6190296338         0.0009956450        
π               0.0172          0.0109          3.1417070716         0.0001144180         1.6189567195         0.0009227308        
π               0.0859          0.0547          3.1414782179         0.0001144356         1.6190296625         0.0009956737        
π               0.0762          0.0485          3.1414781048         0.0001145488         1.6190296985         0.0009957098        
π               0.0913          0.0581          3.1417072290         0.0001145754         1.6189566694         0.0009226806        
π               0.0241          0.0153          3.1414780510         0.0001146026         1.6190297157         0.0009957269        
π               0.0718          0.0457          3.1417073117         0.0001146581         1.6189566430         0.0009226543        
π               0.0664          0.0423          3.1414779584         0.0001146952         1.6190297452         0.0009957564        
π               0.0523          0.0333          3.1417074562         0.0001148026         1.6189565969         0.0009226082        
π               0.0989          0.0630          3.1414778231         0.0001148305         1.6190297883         0.0009957996        
π               0.0875          0.0557          3.1417075317         0.0001148782         1.6189565729         0.0009225841        
π               0.0566          0.0360          3.1414777614         0.0001148922         1.6190298080         0.0009958192        
π               0.0891          0.0568          3.1414776832         0.0001149704         1.6190298329         0.0009958442        
π               0.0679          0.0433          3.1417077062         0.0001150526         1.6189565173         0.0009225285        
π               0.0328          0.0209          3.1417077726         0.0001151190         1.6189564961         0.0009225074        
π               0.0794          0.0505          3.1414775089         0.0001151447         1.6190298885         0.0009958997        
π               0.0468          0.0298          3.1414774823         0.0001151713         1.6190298970         0.0009959082        
π               0.0836          0.0532          3.1417078626         0.0001152090         1.6189564674         0.0009224787        
π               0.0992          0.0632          3.1417079698         0.0001153162         1.6189564333         0.0009224445        
π               0.0143          0.0091          3.1414773351         0.0001153185         1.6190299439         0.0009959551        
π               0.0484          0.0308          3.1417080211         0.0001153676         1.6189564169         0.0009224282        
π               0.0696          0.0443          3.1414772855         0.0001153680         1.6190299597         0.0009959709        
π               0.0924          0.0588          3.1414771858         0.0001154678         1.6190299915         0.0009960027        
π               0.0641          0.0408          3.1417081484         0.0001154948         1.6189563764         0.0009223876        
π               0.0797          0.0507          3.1417082257         0.0001155721         1.6189563517         0.0009223630        
π               0.0371          0.0236          3.1414770561         0.0001155975         1.6190300328         0.0009960441        
π               0.0953          0.0607          3.1417082777         0.0001156241         1.6189563351         0.0009223464        
π               0.0598          0.0381          3.1414769893         0.0001156643         1.6190300541         0.0009960654        
π               0.0826          0.0526          3.1414769594         0.0001156942         1.6190300636         0.0009960749        
π               0.0956          0.0609          3.1414767218         0.0001159318         1.6190301394         0.0009961506        
π               0.0914          0.0582          3.1417086118         0.0001159582         1.6189562287         0.0009222399        
π               0.0758          0.0483          3.1417086260         0.0001159724         1.6189562241         0.0009222354        
π               0.0728          0.0464          3.1414766722         0.0001159814         1.6190301552         0.0009961664        
π               0.0602          0.0383          3.1417086476         0.0001159941         1.6189562172         0.0009222285        
π               0.0446          0.0284          3.1417086845         0.0001160309         1.6189562055         0.0009222168        
π               0.0501          0.0319          3.1414765775         0.0001160761         1.6190301854         0.0009961966        
π               0.0289          0.0184          3.1417087611         0.0001161075         1.6189561811         0.0009221923        
π               0.0858          0.0546          3.1414764511         0.0001162025         1.6190302257         0.0009962369        
π               0.0876          0.0557          3.1417089754         0.0001163218         1.6189561128         0.0009221240        
π               0.0273          0.0174          3.1414763247         0.0001163289         1.6190302659         0.0009962772        
π               0.0631          0.0401          3.1414762961         0.0001163575         1.6190302751         0.0009962863        
π               0.0133          0.0085          3.1417090178         0.0001163643         1.6189560993         0.0009221105        
π               0.0988          0.0629          3.1414762881         0.0001163655         1.6190302776         0.0009962889        
π               0.0719          0.0458          3.1417090695         0.0001164159         1.6189560828         0.0009220941        
π               0.0760          0.0484          3.1414761108         0.0001165428         1.6190303341         0.0009963454        
π               0.0563          0.0358          3.1417092157         0.0001165621         1.6189560362         0.0009220474        
π               0.0993          0.0632          3.1417092422         0.0001165886         1.6189560278         0.0009220390        
π               0.0890          0.0567          3.1414759796         0.0001166740         1.6190303760         0.0009963872        
π               0.0403          0.0257          3.1414759658         0.0001166877         1.6190303803         0.0009963916        
π               0.0837          0.0533          3.1417093728         0.0001167192         1.6189559861         0.0009219974        
π               0.0407          0.0259          3.1417094743         0.0001168207         1.6189559538         0.0009219650        
π               0.0533          0.0339          3.1414757820         0.0001168716         1.6190304390         0.0009964502        
π               0.0681          0.0433          3.1417095635         0.0001169099         1.6189559254         0.0009219366        
π               0.0954          0.0608          3.1417096015         0.0001169479         1.6189559132         0.0009219245        
π               0.0663          0.0422          3.1414756702         0.0001169834         1.6190304746         0.0009964858        
π               0.0793          0.0505          3.1414755950         0.0001170586         1.6190304985         0.0009965098        
π               0.0923          0.0587          3.1414755410         0.0001171126         1.6190305158         0.0009965270        
π               0.0798          0.0508          3.1417098089         0.0001171553         1.6189558472         0.0009218584        
π               0.0524          0.0334          3.1417098678         0.0001172143         1.6189558284         0.0009218396        
π               0.0916          0.0583          3.1417099912         0.0001173377         1.6189557890         0.0009218003        
π               0.0250          0.0159          3.1417100558         0.0001174022         1.6189557684         0.0009217797        
π               0.0642          0.0409          3.1417101173         0.0001174637         1.6189557489         0.0009217601        
π               0.0955          0.0608          3.1414751320         0.0001175216         1.6190306461         0.0009966574        
π               0.0825          0.0525          3.1414751195         0.0001175341         1.6190306501         0.0009966614        
π               0.0695          0.0442          3.1414751023         0.0001175513         1.6190306556         0.0009966669        
π               0.0565          0.0360          3.1414750771         0.0001175764         1.6190306636         0.0009966749        
π               0.0435          0.0277          3.1414750370         0.0001176166         1.6190306764         0.0009966877        
π               0.0759          0.0483          3.1417102895         0.0001176359         1.6189556940         0.0009217052        
π               0.0305          0.0194          3.1414749627         0.0001176909         1.6190307001         0.0009967114        
π               0.0877          0.0558          3.1417104155         0.0001177619         1.6189556538         0.0009216651        
π               0.0368          0.0234          3.1417104308         0.0001177772         1.6189556489         0.0009216602        
π               0.0994          0.0633          3.1417105118         0.0001178582         1.6189556231         0.0009216344        
π               0.0175          0.0112          3.1414747782         0.0001178753         1.6190307589         0.0009967702        
π               0.0987          0.0628          3.1414747497         0.0001179039         1.6190307680         0.0009967792        
π               0.0485          0.0309          3.1417106243         0.0001179707         1.6189555873         0.0009215985        
π               0.0857          0.0546          3.1414746797         0.0001179739         1.6190307903         0.0009968016        
π               0.0727          0.0463          3.1414745847         0.0001180689         1.6190308206         0.0009968318        
π               0.0603          0.0384          3.1417107423         0.0001180887         1.6189555497         0.0009215609        
π               0.0720          0.0459          3.1417108218         0.0001181682         1.6189555243         0.0009215356        
π               0.0597          0.0380          3.1414744483         0.0001182053         1.6190308641         0.0009968753        
π               0.0838          0.0533          3.1417108791         0.0001182255         1.6189555061         0.0009215173        
π               0.0955          0.0608          3.1417109222         0.0001182686         1.6189554923         0.0009215036        
π               0.0889          0.0566          3.1414742718         0.0001183818         1.6190309203         0.0009969316        
π               0.0467          0.0298          3.1414742362         0.0001184174         1.6190309317         0.0009969429        
π               0.0759          0.0483          3.1414741110         0.0001185426         1.6190309716         0.0009969828        
π               0.0917          0.0584          3.1417113674         0.0001187138         1.6189553504         0.0009213617        
π               0.0799          0.0509          3.1417113876         0.0001187340         1.6189553440         0.0009213553        
π               0.0682          0.0434          3.1417114148         0.0001187612         1.6189553353         0.0009213466        
π               0.0921          0.0587          3.1414738924         0.0001187612         1.6190310413         0.0009970525        
π               0.0629          0.0401          3.1414738839         0.0001187697         1.6190310440         0.0009970552        
π               0.0337          0.0215          3.1414738606         0.0001187930         1.6190310514         0.0009970627        
π               0.0564          0.0359          3.1417114533         0.0001187997         1.6189553231         0.0009213343        
π               0.0447          0.0284          3.1417115121         0.0001188585         1.6189553043         0.0009213156        
π               0.0329          0.0210          3.1417116128         0.0001189592         1.6189552722         0.0009212835        
π               0.0792          0.0504          3.1414736759         0.0001189777         1.6190311103         0.0009971215        
π               0.0500          0.0318          3.1414735386         0.0001191150         1.6190311541         0.0009971653        
π               0.0045          0.0029          3.1414735386         0.0001191150         1.6190311541         0.0009971653        
π               0.0954          0.0607          3.1414735386         0.0001191150         1.6190311541         0.0009971653        
π               0.0995          0.0634          3.1417117785         0.0001191249         1.6189552194         0.0009212307        
π               0.0212          0.0135          3.1417118254         0.0001191718         1.6189552045         0.0009212157        
π               0.0878          0.0559          3.1417118520         0.0001191984         1.6189551960         0.0009212073        
π               0.0662          0.0421          3.1414733743         0.0001192793         1.6190312064         0.0009972177        
π               0.0760          0.0484          3.1417119481         0.0001192945         1.6189551654         0.0009211766        
π               0.0824          0.0524          3.1414732747         0.0001193789         1.6190312382         0.0009972494        
π               0.0643          0.0409          3.1417120794         0.0001194258         1.6189551235         0.0009211348        
π               0.0986          0.0628          3.1414732079         0.0001194457         1.6190312595         0.0009972707        
π               0.0957          0.0609          3.1417122399         0.0001195863         1.6189550724         0.0009210836        
π               0.0525          0.0334          3.1417122694         0.0001196158         1.6189550630         0.0009210742        
π               0.0208          0.0132          3.1414730149         0.0001196387         1.6190313210         0.0009973322        
π               0.0370          0.0235          3.1414729506         0.0001197030         1.6190313415         0.0009973527        
π               0.0839          0.0534          3.1417123813         0.0001197278         1.6189550273         0.0009210385        
π               0.0532          0.0339          3.1414729255         0.0001197281         1.6190313495         0.0009973607        
π               0.0694          0.0442          3.1414729121         0.0001197415         1.6190313538         0.0009973650        
π               0.0856          0.0545          3.1414729038         0.0001197498         1.6190313564         0.0009973677        
π               0.0094          0.0060          3.1417125689         0.0001199153         1.6189549675         0.0009209788        
π               0.0722          0.0459          3.1417125689         0.0001199153         1.6189549675         0.0009209788        
π               0.0408          0.0260          3.1417125689         0.0001199153         1.6189549675         0.0009209788        
π               0.0918          0.0584          3.1417127403         0.0001200867         1.6189549129         0.0009209242        
π               0.0888          0.0565          3.1414725597         0.0001200939         1.6190314661         0.0009974773        
π               0.0726          0.0462          3.1414724909         0.0001201627         1.6190314880         0.0009974993        
π               0.0604          0.0385          3.1417128293         0.0001201757         1.6189548845         0.0009208958        
π               0.0564          0.0359          3.1414723824         0.0001202712         1.6190315226         0.0009975339        
π               0.0800          0.0509          3.1417129621         0.0001203085         1.6189548422         0.0009208535        
π               0.0996          0.0634          3.1417130425         0.0001203889         1.6189548166         0.0009208278        
π               0.0920          0.0586          3.1414722398         0.0001204138         1.6190315681         0.0009975793        
π               0.0290          0.0185          3.1417131108         0.0001204572         1.6189547948         0.0009208061        
π               0.0402          0.0256          3.1414721864         0.0001204672         1.6190315851         0.0009975963        
π               0.0758          0.0483          3.1414721054         0.0001205482         1.6190316109         0.0009976221        
π               0.0487          0.0310          3.1417132156         0.0001205620         1.6189547614         0.0009207727        
π               0.0683          0.0435          3.1417132602         0.0001206066         1.6189547472         0.0009207585        
π               0.0879          0.0560          3.1417132848         0.0001206312         1.6189547394         0.0009207506        
π               0.0953          0.0606          3.1414719414         0.0001207122         1.6190316632         0.0009976744        
π               0.0596          0.0380          3.1414718980         0.0001207556         1.6190316770         0.0009976883        
π               0.0958          0.0610          3.1417135546         0.0001209010         1.6189546534         0.0009206646        
π               0.0790          0.0503          3.1414717514         0.0001209022         1.6190317238         0.0009977350        
π               0.0240          0.0153          3.1414717253         0.0001209283         1.6190317321         0.0009977433        
π               0.0761          0.0485          3.1417136019         0.0001209484         1.6189546383         0.0009206495        
